#Depth (mm from top),238U (pg/g),232Th (pg/g),230Th/232Th,d234Ui,230Th/238U,Uncorrected age ,Corrected age,error
18,386.8,0.9,886.7,26.3,59.9,1.8,12.3,0.8,0.0449,0.0004,4956,45,4824,80
33,418.7,1.0,412.0,30.9,138.5,10.4,12.2,0.8,0.0446,0.0003,4920,38,4864,47
55,361.6,0.9,227.8,43.2,231.3,44.0,9.6,1.2,0.0477,0.0005,5284,61,5248,64
73,586.6,1.5,166.5,41.4,524.1,130.5,8.4,0.9,0.0487,0.0004,5404,45,5388,46
94,565.6,1.4,461.5,42.6,189.0,17.5,8.8,0.9,0.0505,0.0004,5602,46,5555,51
103,688.1,1.7,510.2,33.4,211.33,13.9,8.8,0.8,0.0513,0.0003,4696,36,5654,42
115,699.7,1.7,2410.7,32.5,48.9,0.7,9.2,0.7,0.0551,0.0004,6133,42,5934,108
133,1026.1,2.5,5969.4,30.5,30.9,0.2,9.8,0.6,0.0587,0.0003,6543,31,6207,170
147,926.7,2.2,1259.7,43.7,131.6,4.7,0.4,0.7,0.0585,0.0005,6583,52,6504,65
