 Year,  Tanom
  1591 ,-0.308
  1592 ,-0.309
  1593 ,-0.310
  1594 ,-0.308
  1595 ,-0.300
  1596 ,-0.287
  1597 ,-0.268
  1598 ,-0.250
  1599 ,-0.237
  1600 ,-0.235
  1601 ,-0.249
  1602 ,-0.277
  1603 ,-0.316
  1604 ,-0.356
  1605 ,-0.389
  1606 ,-0.406
  1607 ,-0.403
  1608 ,-0.383
  1609 ,-0.349
  1610 ,-0.310
  1611 ,-0.276
  1612 ,-0.251
  1613 ,-0.239
  1614 ,-0.240
  1615 ,-0.249
  1616 ,-0.263
  1617 ,-0.278
  1618 ,-0.291
  1619 ,-0.303
  1620 ,-0.313
  1621 ,-0.323
  1622 ,-0.331
  1623 ,-0.335
  1624 ,-0.335
  1625 ,-0.328
  1626 ,-0.315
  1627 ,-0.297
  1628 ,-0.278
  1629 ,-0.263
  1630 ,-0.254
  1631 ,-0.254
  1632 ,-0.262
  1633 ,-0.275
  1634 ,-0.287
  1635 ,-0.295
  1636 ,-0.295
  1637 ,-0.286
  1638 ,-0.272
  1639 ,-0.257
  1640 ,-0.245
  1641 ,-0.242
  1642 ,-0.251
  1643 ,-0.272
  1644 ,-0.302
  1645 ,-0.337
  1646 ,-0.369
  1647 ,-0.392
  1648 ,-0.401
  1649 ,-0.393
  1650 ,-0.368
  1651 ,-0.329
  1652 ,-0.281
  1653 ,-0.232
  1654 ,-0.189
  1655 ,-0.160
  1656 ,-0.149
  1657 ,-0.156
  1658 ,-0.180
  1659 ,-0.214
  1660 ,-0.253
  1661 ,-0.287
  1662 ,-0.311
  1663 ,-0.322
  1664 ,-0.320
  1665 ,-0.308
  1666 ,-0.294
  1667 ,-0.284
  1668 ,-0.282
  1669 ,-0.290
  1670 ,-0.307
  1671 ,-0.328
  1672 ,-0.347
  1673 ,-0.359
  1674 ,-0.360
  1675 ,-0.350
  1676 ,-0.333
  1677 ,-0.314
  1678 ,-0.299
  1679 ,-0.292
  1680 ,-0.294
  1681 ,-0.303
  1682 ,-0.315
  1683 ,-0.324
  1684 ,-0.328
  1685 ,-0.323
  1686 ,-0.312
  1687 ,-0.296
  1688 ,-0.282
  1689 ,-0.273
  1690 ,-0.272
  1691 ,-0.280
  1692 ,-0.294
  1693 ,-0.313
  1694 ,-0.334
  1695 ,-0.352
  1696 ,-0.367
  1697 ,-0.377
  1698 ,-0.382
  1699 ,-0.382
  1700 ,-0.377
  1701 ,-0.365
  1702 ,-0.348
  1703 ,-0.325
  1704 ,-0.298
  1705 ,-0.270
  1706 ,-0.242
  1707 ,-0.219
  1708 ,-0.201
  1709 ,-0.190
  1710 ,-0.187
  1711 ,-0.189
  1712 ,-0.194
  1713 ,-0.200
  1714 ,-0.206
  1715 ,-0.209
  1716 ,-0.209
  1717 ,-0.208
  1718 ,-0.205
  1719 ,-0.203
  1720 ,-0.202
  1721 ,-0.204
  1722 ,-0.207
  1723 ,-0.211
  1724 ,-0.213
  1725 ,-0.212
  1726 ,-0.209
  1727 ,-0.204
  1728 ,-0.201
  1729 ,-0.204
  1730 ,-0.216
  1731 ,-0.237
  1732 ,-0.265
  1733 ,-0.296
  1734 ,-0.321
  1735 ,-0.332
  1736 ,-0.325
  1737 ,-0.297
  1738 ,-0.254
  1739 ,-0.204
  1740 ,-0.157
  1741 ,-0.124
  1742 ,-0.112
  1743 ,-0.122
  1744 ,-0.149
  1745 ,-0.187
  1746 ,-0.224
  1747 ,-0.253
  1748 ,-0.269
  1749 ,-0.271
  1750 ,-0.262
  1751 ,-0.246
  1752 ,-0.230
  1753 ,-0.218
  1754 ,-0.214
  1755 ,-0.218
  1756 ,-0.229
  1757 ,-0.247
  1758 ,-0.268
  1759 ,-0.290
  1760 ,-0.308
  1761 ,-0.320
  1762 ,-0.322
  1763 ,-0.312
  1764 ,-0.290
  1765 ,-0.258
  1766 ,-0.221
  1767 ,-0.186
  1768 ,-0.160
  1769 ,-0.146
  1770 ,-0.145
  1771 ,-0.156
  1772 ,-0.171
  1773 ,-0.186
  1774 ,-0.195
  1775 ,-0.196
  1776 ,-0.191
  1777 ,-0.184
  1778 ,-0.182
  1779 ,-0.189
  1780 ,-0.206
  1781 ,-0.231
  1782 ,-0.256
  1783 ,-0.276
  1784 ,-0.282
  1785 ,-0.274
  1786 ,-0.254
  1787 ,-0.229
  1788 ,-0.208
  1789 ,-0.200
  1790 ,-0.208
  1791 ,-0.232
  1792 ,-0.265
  1793 ,-0.298
  1794 ,-0.320
  1795 ,-0.325
  1796 ,-0.311
  1797 ,-0.283
  1798 ,-0.249
  1799 ,-0.219
  1800 ,-0.200
  1801 ,-0.196
  1802 ,-0.206
  1803 ,-0.224
  1804 ,-0.242
  1805 ,-0.253
  1806 ,-0.255
  1807 ,-0.248
  1808 ,-0.237
  1809 ,-0.230
  1810 ,-0.232
  1811 ,-0.245
  1812 ,-0.269
  1813 ,-0.297
  1814 ,-0.322
  1815 ,-0.338
  1816 ,-0.341
  1817 ,-0.330
  1818 ,-0.312
  1819 ,-0.292
  1820 ,-0.276
  1821 ,-0.269
  1822 ,-0.272
  1823 ,-0.280
  1824 ,-0.289
  1825 ,-0.293
  1826 ,-0.287
  1827 ,-0.271
  1828 ,-0.249
  1829 ,-0.227
  1830 ,-0.212
  1831 ,-0.210
  1832 ,-0.224
  1833 ,-0.253
  1834 ,-0.293
  1835 ,-0.336
  1836 ,-0.375
  1837 ,-0.404
  1838 ,-0.419
  1839 ,-0.419
  1840 ,-0.408
  1841 ,-0.390
  1842 ,-0.369
  1843 ,-0.350
  1844 ,-0.335
  1845 ,-0.325
  1846 ,-0.318
  1847 ,-0.314
  1848 ,-0.310
  1849 ,-0.306
  1850 ,-0.303
  1851 ,-0.299
  1852 ,-0.296
  1853 ,-0.292
  1854 ,-0.287
  1855 ,-0.279
  1856 ,-0.265
  1857 ,-0.246
  1858 ,-0.222
  1859 ,-0.196
  1860 ,-0.176
  1861 ,-0.165
  1862 ,-0.167
  1863 ,-0.184
  1864 ,-0.213
  1865 ,-0.245
  1866 ,-0.273
  1867 ,-0.288
  1868 ,-0.284
  1869 ,-0.262
  1870 ,-0.227
  1871 ,-0.188
  1872 ,-0.157
  1873 ,-0.144
  1874 ,-0.154
  1875 ,-0.185
  1876 ,-0.232
  1877 ,-0.282
  1878 ,-0.324
  1879 ,-0.347
  1880 ,-0.349
  1881 ,-0.331
  1882 ,-0.301
  1883 ,-0.268
  1884 ,-0.242
  1885 ,-0.231
  1886 ,-0.234
  1887 ,-0.248
  1888 ,-0.266
  1889 ,-0.280
  1890 ,-0.285
  1891 ,-0.280
  1892 ,-0.269
  1893 ,-0.258
  1894 ,-0.255
  1895 ,-0.265
  1896 ,-0.289
  1897 ,-0.322
  1898 ,-0.357
  1899 ,-0.387
  1900 ,-0.403
  1901 ,-0.404
  1902 ,-0.392
  1903 ,-0.372
  1904 ,-0.351
  1905 ,-0.339
  1906 ,-0.337
  1907 ,-0.348
  1908 ,-0.366
  1909 ,-0.385
  1910 ,-0.397
  1911 ,-0.396
  1912 ,-0.378
  1913 ,-0.345
  1914 ,-0.303
  1915 ,-0.256
  1916 ,-0.215
  1917 ,-0.184
  1918 ,-0.167
  1919 ,-0.166
  1920 ,-0.177
  1921 ,-0.198
  1922 ,-0.222
  1923 ,-0.246
  1924 ,-0.266
  1925 ,-0.280
  1926 ,-0.289
  1927 ,-0.292
  1928 ,-0.292
  1929 ,-0.289
  1930 ,-0.281
  1931 ,-0.267
  1932 ,-0.248
  1933 ,-0.224
  1934 ,-0.195
  1935 ,-0.165
  1936 ,-0.139
  1937 ,-0.119
  1938 ,-0.109
  1939 ,-0.111
  1940 ,-0.123
  1941 ,-0.143
  1942 ,-0.167
  1943 ,-0.191
  1944 ,-0.211
  1945 ,-0.227
  1946 ,-0.237
  1947 ,-0.243
  1948 ,-0.245
  1949 ,-0.243
  1950 ,-0.237
  1951 ,-0.226
  1952 ,-0.211
  1953 ,-0.192
  1954 ,-0.171
  1955 ,-0.151
  1956 ,-0.137
  1957 ,-0.132
  1958 ,-0.137
  1959 ,-0.150
  1960 ,-0.168
  1961 ,-0.185
  1962 ,-0.196
  1963 ,-0.195
  1964 ,-0.180
  1965 ,-0.155
  1966 ,-0.122
  1967 ,-0.089
  1968 ,-0.062
  1969 ,-0.045
  1970 ,-0.041
  1971 ,-0.046
  1972 ,-0.056
  1973 ,-0.066
  1974 ,-0.071
  1975 ,-0.066
  1976 ,-0.053
  1977 ,-0.033
  1978 ,-0.009
  1979  ,0.013
  1980  ,0.032
