depth_mm,age_calBP,d18OcarbVPDB
478.920,3269.87,-9.69
478.950,3270.12,-9.71
478.980,3270.37,-9.63
479.010,3270.62,-9.89
479.040,3270.87,-9.81
479.070,3271.12,-9.78
479.100,3271.37,-9.66
479.130,3271.62,-9.69
479.160,3271.87,-9.83
479.190,3272.12,-9.82
479.220,3272.37,-9.85
479.250,3272.62,-9.77
479.280,3272.87,-9.74
479.310,3273.12,-9.81
479.340,3273.37,-9.71
479.370,3273.62,-9.79
479.400,3273.87,-9.80
479.430,3274.12,-9.86
479.460,3274.37,-9.76
479.490,3274.62,-9.78
479.520,3274.87,-9.63
479.550,3275.12,-9.55
479.580,3275.37,-9.48
479.610,3275.62,-9.47
479.640,3275.87,-9.64
479.670,3276.12,-9.81
479.700,3276.37,-9.80
479.730,3276.62,-9.86
479.760,3276.87,-9.81
479.790,3277.12,-9.60
479.820,3277.37,-9.61
479.850,3277.62,-9.61
479.880,3277.87,-9.60
479.910,3278.12,-9.82
479.940,3278.37,-9.83
479.970,3278.62,-9.77
480.000,3278.87,-9.67
480.030,3279.12,-9.62
480.060,3279.37,-9.60
480.090,3279.62,-9.59
480.120,3279.87,-9.65
480.150,3280.12,-9.71
480.180,3280.37,-9.90
480.210,3280.62,-9.77
480.240,3280.87,-9.67
480.270,3281.12,-9.59
480.300,3281.37,-9.62
480.330,3281.62,-9.69
480.360,3281.87,-9.72
480.390,3282.12,-9.75
480.420,3282.37,-9.75
480.450,3282.62,-9.69
480.480,3282.87,-9.55
480.510,3283.12,-9.69
480.540,3283.37,-9.67
480.570,3283.62,-9.80
480.600,3283.87,-9.78
480.630,3284.12,-9.75
480.660,3284.37,-9.72
480.690,3284.62,-9.78
480.720,3284.87,-9.82
480.750,3285.12,-9.75
480.780,3285.37,-9.72
480.810,3285.62,-9.67
480.840,3285.87,-9.75
480.870,3286.12,-9.58
480.900,3286.37,-9.68
480.930,3286.62,-9.78
480.960,3286.87,-9.57
480.990,3287.12,-9.73
481.020,3287.37,-9.78
481.050,3287.62,-9.77
481.080,3287.87,-9.83
481.110,3288.12,-9.92
481.140,3288.37,-9.85
481.170,3288.62,-9.77
481.200,3288.87,-9.77
481.230,3289.12,-9.76
481.260,3289.37,-9.80
481.290,3289.62,-9.74
481.320,3289.87,-9.73
481.350,3290.12,-9.77
481.380,3290.37,-9.80
481.410,3290.62,-9.63
481.440,3290.87,-9.75
481.470,3291.12,-9.85
481.500,3291.37,-9.69
481.530,3291.62,-9.88
481.560,3291.87,-9.72
481.590,3292.12,-9.74
481.620,3292.37,-9.75
481.650,3292.62,-9.82
481.680,3292.87,-9.89
481.710,3293.12,-9.79
481.740,3293.37,-9.71
481.770,3293.62,-9.60
481.800,3293.87,-9.76
481.830,3294.12,-9.76
481.860,3294.37,-9.75
481.890,3294.62,-9.71
481.920,3294.87,-9.69
481.950,3295.12,-9.71
481.980,3295.37,-9.66
482.010,3295.62,-9.76
482.040,3295.87,-9.85
482.070,3296.12,-9.73
482.100,3296.37,-9.75
482.130,3296.62,-9.90
482.160,3296.87,-9.83
482.190,3297.12,-9.73
482.220,3297.37,-9.66
482.250,3297.62,-9.79
482.280,3297.87,-9.70
482.310,3298.12,-9.74
482.340,3298.37,-9.82
482.370,3298.62,-9.81
482.400,3298.87,-9.83
482.430,3299.12,-9.73
482.460,3299.37,-9.73
482.490,3299.62,-9.85
482.520,3299.87,-9.75
482.550,3300.12,-9.67
482.580,3300.37,-9.65
482.610,3300.62,-9.76
482.640,3300.87,-9.56
482.670,3301.12,-9.69
482.700,3301.37,-9.66
482.730,3301.62,-9.62
482.760,3301.87,-9.59
482.790,3302.12,-9.69
482.820,3302.37,-9.72
482.850,3302.62,-9.71
482.880,3302.87,-9.64
482.910,3303.12,-9.84
482.940,3303.37,-9.67
482.970,3303.62,-9.76
483.000,3303.87,-9.75
483.030,3304.12,-9.54
483.060,3304.37,-9.61
483.090,3304.62,-9.50
483.120,3304.87,-9.65
483.150,3305.12,-9.64
483.180,3305.37,-9.66
483.210,3305.62,-9.58
483.240,3305.87,-9.64
483.270,3306.12,-9.59
483.300,3306.37,-9.56
483.330,3306.62,-9.55
483.360,3306.87,-9.62
483.390,3307.12,-9.76
483.420,3307.37,-9.60
483.450,3307.62,-9.65
483.480,3307.87,-9.63
483.510,3308.12,-9.80
483.540,3308.37,-9.61
483.570,3308.62,-9.65
483.600,3308.87,-9.65
483.630,3309.12,-9.63
483.660,3309.37,-9.80
483.690,3309.62,-9.63
483.720,3309.87,-9.68
483.750,3310.12,-9.65
483.780,3310.37,-9.77
483.810,3310.62,-9.81
483.840,3310.87,-9.69
483.870,3311.12,-9.71
483.900,3311.37,-9.72
483.930,3311.62,-9.90
483.960,3311.87,-9.71
483.990,3312.12,-9.67
484.020,3312.37,-9.59
484.050,3312.62,-9.71
484.080,3312.87,-9.72
484.110,3313.12,-9.73
484.140,3313.37,-9.70
484.170,3313.62,-9.70
484.200,3313.87,-9.78
484.230,3314.12,-9.69
484.260,3314.37,-9.71
484.290,3314.62,-9.71
484.320,3314.87,-9.82
484.350,3315.12,-9.82
484.380,3315.37,-9.80
484.410,3315.62,-9.79
484.440,3315.87,-9.75
484.470,3316.12,-9.74
484.500,3316.37,-9.65
484.530,3316.62,-9.66
484.560,3316.87,-9.74
484.590,3317.12,-9.80
484.620,3317.37,-9.82
484.650,3317.62,-9.91
484.680,3317.87,-9.80
484.710,3318.12,-9.70
484.740,3318.37,-9.69
484.770,3318.62,-9.67
484.800,3318.87,-9.89
484.830,3319.12,-9.84
484.860,3319.37,-9.85
484.890,3319.62,-9.78
484.920,3319.87,-9.71
484.950,3320.12,-9.73
484.980,3320.37,-9.64
485.010,3320.62,-9.70
485.040,3320.87,-9.66
485.070,3321.12,-9.78
485.100,3321.37,-9.74
485.130,3321.62,-9.86
485.160,3321.87,-9.72
485.190,3322.12,-9.60
485.220,3322.37,-9.71
485.250,3322.62,-9.86
485.280,3322.87,-9.80
485.310,3323.12,-9.75
485.340,3323.37,-9.92
485.370,3323.62,-9.89
485.400,3323.87,-9.97
485.430,3324.12,-9.83
485.460,3324.37,-9.74
485.490,3324.62,-9.78
485.520,3324.87,-9.82
485.550,3325.12,-9.75
485.580,3325.37,-9.78
485.610,3325.62,-9.78
485.640,3325.87,-9.91
485.670,3326.12,-9.87
485.700,3326.37,-9.89
485.730,3326.62,-9.88
485.760,3326.87,-9.85
485.790,3327.12,-9.85
485.820,3327.37,-9.85
485.850,3327.62,-9.85
485.880,3327.87,-9.79
485.910,3328.12,-9.80
485.940,3328.37,-9.97
485.970,3328.62,-9.94
486.000,3328.87,-9.91
486.030,3329.12,-9.77
486.060,3329.37,-9.92
486.090,3329.62,-9.85
486.120,3329.87,-9.84
486.150,3330.12,-9.94
486.180,3330.37,-10.00
486.210,3330.62,-9.88
486.240,3330.87,-9.88
486.270,3331.12,-9.72
486.300,3331.37,-9.75
486.330,3331.62,-9.93
486.360,3331.87,-9.78
486.390,3332.12,-9.88
486.420,3332.37,-9.99
486.450,3332.62,-9.86
486.480,3332.87,-9.80
486.510,3333.12,-9.84
486.540,3333.37,-9.82
486.570,3333.62,-9.86
486.600,3333.87,-9.80
486.630,3334.12,-9.78
486.660,3334.37,-9.76
486.690,3334.62,-9.79
486.720,3334.87,-9.79
486.750,3335.12,-9.78
486.780,3335.37,-9.72
486.810,3335.62,-9.86
486.840,3335.87,-9.77
486.870,3336.12,-9.78
486.900,3336.37,-9.84
486.930,3336.62,-9.78
486.960,3336.87,-9.71
486.990,3337.12,-9.74
487.020,3337.37,-9.78
487.050,3337.62,-9.80
487.080,3337.87,-9.85
487.110,3338.12,-9.83
487.140,3338.37,-9.77
487.170,3338.62,-9.87
487.200,3338.87,-9.90
487.230,3339.12,-9.92
487.260,3339.37,-9.80
487.290,3339.62,-9.85
487.320,3339.87,-9.84
487.350,3340.12,-9.83
487.380,3340.37,-9.90
487.410,3340.62,-9.92
487.440,3340.87,-9.94
487.470,3341.12,-9.74
487.500,3341.37,-9.94
487.530,3341.62,-9.72
487.560,3341.87,-9.78
487.590,3342.12,-9.75
487.620,3342.37,-9.75
487.650,3342.62,-9.73
487.680,3342.87,-9.81
487.710,3343.12,-9.81
487.740,3343.37,-9.65
487.770,3343.62,-9.75
487.800,3343.87,-9.74
487.830,3344.12,-9.83
487.860,3344.37,-9.83
487.890,3344.62,-9.82
487.920,3344.87,-9.93
487.950,3345.12,-9.81
487.980,3345.37,-9.63
488.010,3345.62,-9.67
488.040,3345.87,-9.68
488.070,3346.12,-9.55
488.100,3346.37,-9.67
488.130,3346.62,-9.71
488.160,3346.87,-9.76
488.190,3347.12,-9.61
488.220,3347.37,-9.69
488.250,3347.62,-9.81
488.280,3347.87,-9.58
488.310,3348.12,-9.68
488.340,3348.37,-9.55
488.370,3348.62,-9.63
488.400,3348.87,-9.59
488.430,3349.12,-9.62
488.460,3349.37,-9.64
488.490,3349.62,-9.56
488.520,3349.87,-9.64
488.550,3350.12,-9.60
488.580,3350.37,-9.60
488.610,3350.62,-9.77
488.640,3350.87,-9.58
488.670,3351.12,-9.67
488.700,3351.37,-9.78
488.730,3351.62,-9.60
488.760,3351.87,-9.52
488.790,3352.12,-9.69
488.820,3352.37,-9.61
488.850,3352.62,-9.65
488.880,3352.87,-9.65
488.910,3353.12,-9.53
488.940,3353.37,-9.92
488.970,3353.62,-9.49
489.000,3353.87,-9.54
489.030,3354.12,-9.75
489.060,3354.37,-9.74
489.090,3354.62,-9.52
489.120,3354.87,-9.65
489.150,3355.12,-9.75
489.180,3355.37,-9.74
489.210,3355.62,-9.63
489.240,3355.87,-9.65
489.270,3356.12,-9.76
489.300,3356.37,-9.64
489.330,3356.62,-9.76
489.360,3356.87,-9.55
489.390,3357.12,-9.66
489.420,3357.37,-9.68
489.450,3357.62,-9.78
489.480,3357.87,-9.62
489.510,3358.12,-9.72
489.540,3358.37,-9.82
489.570,3358.62,-9.70
489.600,3358.87,-9.82
489.630,3359.12,-9.84
489.660,3359.37,-9.66
489.690,3359.62,-9.59
489.720,3359.87,-9.69
489.750,3360.12,-9.72
489.780,3360.37,-9.66
489.810,3360.62,-9.75
489.840,3360.87,-9.55
489.870,3361.12,-9.64
489.900,3361.37,-9.61
489.930,3361.62,-9.61
489.960,3361.87,-9.61
489.990,3362.12,-9.52
490.020,3362.37,-9.59
490.050,3362.62,-9.43
490.080,3362.87,-9.51
490.110,3363.12,-9.47
490.140,3363.37,-9.40
490.170,3363.62,-9.50
490.200,3363.87,-9.56
490.230,3364.12,-9.59
490.260,3364.37,-9.39
490.290,3364.62,-9.49
490.320,3364.87,-9.58
490.350,3365.12,-9.57
490.380,3365.37,-9.46
490.410,3365.62,-9.47
490.440,3365.87,-9.57
490.470,3366.12,-9.67
490.500,3366.37,-9.39
490.530,3366.62,-9.37
490.560,3366.87,-9.70
490.590,3367.12,-9.71
490.620,3367.37,-9.53
490.650,3367.62,-9.39
490.680,3367.87,-9.55
490.710,3368.12,-9.69
490.740,3368.37,-9.73
490.770,3368.62,-9.70
490.800,3368.87,-9.59
490.830,3369.12,-9.66
490.860,3369.37,-9.68
490.890,3369.62,-9.82
490.920,3369.87,-9.67
490.950,3370.12,-9.68
490.980,3370.37,-9.85
491.010,3370.62,-9.87
491.040,3370.87,-9.84
491.070,3371.12,-9.81
491.100,3371.37,-9.83
491.130,3371.62,-9.70
491.160,3371.87,-9.72
491.190,3372.12,-9.85
491.220,3372.37,-9.92
491.250,3372.62,-9.48
491.280,3372.87,-9.57
491.310,3373.12,-9.76
491.340,3373.37,-9.82
491.370,3373.62,-9.86
491.400,3373.87,-9.85
491.430,3374.12,-9.76
491.460,3374.37,-9.66
491.490,3374.62,-9.68
491.520,3374.87,-9.74
491.550,3375.12,-9.69
491.580,3375.37,-9.78
491.610,3375.62,-9.69
491.640,3375.87,-9.98
491.670,3376.12,-9.87
491.700,3376.37,-9.76
491.730,3376.62,-9.66
491.760,3376.87,-9.81
491.790,3377.12,-9.58
491.820,3377.37,-9.86
491.850,3377.62,-9.77
491.880,3377.87,-9.79
491.910,3378.12,-9.80
491.940,3378.37,-9.85
491.970,3378.62,-9.80
492.000,3378.87,-9.73
492.030,3379.12,-9.85
492.060,3379.37,-9.82
492.090,3379.62,-9.90
492.120,3379.87,-9.60
492.150,3380.12,-9.77
492.180,3380.37,-9.77
492.210,3380.62,-9.76
492.240,3380.87,-9.52
492.270,3381.12,-9.89
492.300,3381.37,-9.66
492.330,3381.62,-9.90
492.360,3381.87,-9.59
492.390,3382.12,-9.73
492.420,3382.37,-9.70
492.450,3382.62,-9.58
492.480,3382.87,-9.71
492.510,3383.12,-9.55
492.540,3383.37,-9.81
492.570,3383.62,-9.76
492.600,3383.87,-9.79
743.770,5161.41,-9.39
743.800,5161.59,-9.41
743.830,5161.77,-9.34
743.860,5161.95,-9.32
743.890,5162.13,-9.49
743.920,5162.31,-9.50
743.950,5162.49,-9.41
743.980,5162.67,-9.48
744.010,5162.85,-9.43
744.040,5163.03,-9.48
744.070,5163.21,-9.44
744.100,5163.39,-9.40
744.130,5163.57,-9.45
744.160,5163.75,-9.40
744.190,5163.93,-9.31
744.220,5164.11,-9.50
744.250,5164.29,-9.33
744.280,5164.47,-9.36
744.310,5164.65,-9.43
744.340,5164.83,-9.35
744.370,5165.01,-9.41
744.400,5165.19,-9.33
744.430,5165.37,-9.38
744.460,5165.55,-9.36
744.490,5165.73,-9.34
744.520,5165.91,-9.32
744.550,5166.09,-9.35
744.580,5166.27,-9.34
744.610,5166.45,-9.43
744.640,5166.63,-9.45
744.670,5166.81,-9.47
744.700,5166.99,-9.53
744.730,5167.17,-9.46
744.760,5167.35,-9.36
744.790,5167.53,-9.55
744.820,5167.71,-9.44
744.850,5167.89,-9.50
744.880,5168.07,-9.44
744.910,5168.25,-9.43
744.940,5168.43,-9.61
744.970,5168.61,-9.39
745.000,5168.79,-9.44
745.030,5168.97,-9.47
745.060,5169.15,-9.44
745.090,5169.33,-9.48
745.120,5169.51,-9.45
745.150,5169.69,-9.48
745.180,5169.87,-9.53
745.210,5170.05,-9.42
745.240,5170.23,-9.61
745.270,5170.41,-9.34
745.300,5170.59,-9.60
745.330,5170.77,-9.53
745.360,5170.95,-9.55
745.390,5171.13,-9.46
745.420,5171.31,-9.57
745.450,5171.49,-9.55
745.480,5171.67,-9.51
745.510,5171.85,-9.50
745.540,5172.03,-9.46
745.570,5172.21,-9.47
745.600,5172.39,-9.46
745.630,5172.57,-9.45
745.660,5172.75,-9.45
745.690,5172.93,-9.46
745.720,5173.11,-9.55
745.750,5173.29,-9.51
745.780,5173.47,-9.50
745.810,5173.65,-9.48
745.840,5173.83,-9.50
745.870,5174.01,-9.28
745.900,5174.19,-9.50
745.930,5174.37,-9.49
745.960,5174.55,-9.45
745.990,5174.73,-9.49
746.020,5174.91,-9.37
746.050,5175.09,-9.49
746.080,5175.27,-9.45
746.110,5175.45,-9.46
746.140,5175.63,-9.56
746.170,5175.81,-9.43
746.200,5175.99,-9.45
746.230,5176.17,-9.38
746.260,5176.35,-9.36
746.290,5176.53,-9.38
746.320,5176.71,-9.35
746.350,5176.89,-9.38
746.380,5177.07,-9.42
746.410,5177.25,-9.40
746.440,5177.43,-9.43
746.470,5177.61,-9.37
746.500,5177.79,-9.38
746.530,5177.97,-9.40
746.560,5178.15,-9.36
746.590,5178.33,-9.45
746.620,5178.51,-9.44
746.650,5178.69,-9.27
746.680,5178.87,-9.39
746.710,5179.05,-9.32
746.740,5179.23,-9.30
746.770,5179.41,-9.40
746.800,5179.59,-9.42
746.830,5179.77,-9.44
746.860,5179.95,-9.48
746.890,5180.13,-9.38
746.920,5180.31,-9.44
746.950,5180.49,-9.32
746.980,5180.67,-9.43
747.010,5180.85,-9.17
747.040,5181.03,-9.44
747.070,5181.21,-9.34
747.100,5181.39,-9.51
747.130,5181.57,-9.33
747.160,5181.75,-9.40
747.190,5181.93,-9.41
747.220,5182.11,-9.55
747.250,5182.29,-9.43
747.280,5182.47,-9.37
747.310,5182.65,-9.48
747.340,5182.83,-9.38
747.370,5183.01,-9.50
747.400,5183.19,-9.46
747.430,5183.37,-9.50
747.460,5183.55,-9.53
747.490,5183.73,-9.51
747.520,5183.91,-9.51
747.550,5184.09,-9.51
747.580,5184.27,-9.56
747.610,5184.45,-9.47
747.640,5184.63,-9.51
747.670,5184.81,-9.53
747.700,5184.99,-9.58
747.730,5185.17,-9.50
747.760,5185.35,-9.46
747.790,5185.53,-9.52
747.820,5185.71,-9.57
747.850,5185.89,-9.53
747.880,5186.07,-9.60
747.910,5186.25,-9.55
747.940,5186.43,-9.54
747.970,5186.61,-9.39
748.000,5186.79,-9.46
748.030,5186.97,-9.44
748.060,5187.15,-9.42
748.090,5187.33,-9.41
748.120,5187.51,-9.37
748.150,5187.69,-9.49
748.180,5187.87,-9.44
748.210,5188.05,-9.56
748.240,5188.23,-9.61
748.270,5188.41,-9.49
748.300,5188.59,-9.55
748.330,5188.77,-9.37
748.360,5188.95,-9.55
748.390,5189.13,-9.43
748.420,5189.31,-9.48
748.450,5189.49,-9.49
748.480,5189.67,-9.52
748.510,5189.85,-9.44
748.540,5190.03,-9.49
748.570,5190.21,-9.47
748.600,5190.39,-9.44
748.630,5190.57,-9.41
748.660,5190.75,-9.32
748.690,5190.93,-9.45
748.720,5191.11,-9.32
748.750,5191.29,-9.48
748.780,5191.47,-9.45
748.810,5191.65,-9.50
748.840,5191.83,-9.48
748.870,5192.01,-9.52
748.900,5192.19,-9.44
748.930,5192.37,-9.46
748.960,5192.55,-9.39
748.990,5192.73,-9.54
749.020,5192.91,-9.48
749.050,5193.09,-9.52
749.080,5193.27,-9.54
749.110,5193.45,-9.58
749.140,5193.63,-9.51
749.170,5193.81,-9.54
749.200,5193.99,-9.52
749.230,5194.17,-9.50
749.260,5194.35,-9.43
749.290,5194.53,-9.53
749.320,5194.71,-9.32
749.350,5194.89,-9.49
749.380,5195.07,-9.45
749.410,5195.25,-9.51
749.440,5195.43,-9.49
749.470,5195.61,-9.48
749.500,5195.79,-9.42
749.530,5195.97,-9.51
749.560,5196.15,-9.53
749.590,5196.33,-9.46
749.620,5196.51,-9.56
749.650,5196.69,-9.57
749.680,5196.87,-9.52
749.710,5197.05,-9.62
749.740,5197.23,-9.64
749.770,5197.41,-9.58
749.800,5197.59,-9.66
749.830,5197.77,-9.63
749.860,5197.95,-9.65
749.890,5198.13,-9.64
749.920,5198.31,-9.60
749.950,5198.49,-9.55
749.980,5198.67,-9.69
750.010,5198.85,-9.58
750.040,5199.03,-9.63
750.070,5199.21,-9.70
750.100,5199.39,-9.70
750.130,5199.57,-9.64
750.160,5199.75,-9.63
750.190,5199.93,-9.58
750.220,5200.11,-9.51
750.250,5200.29,-9.45
750.280,5200.47,-9.54
750.310,5200.65,-9.39
750.340,5200.83,-9.45
750.370,5201.01,-9.40
750.400,5201.19,-9.46
750.430,5201.37,-9.46
750.460,5201.55,-9.45
750.490,5201.73,-9.39
750.520,5201.91,-9.48
750.550,5202.09,-9.49
750.580,5202.27,-9.53
750.610,5202.45,-9.51
750.640,5202.63,-9.48
750.670,5202.81,-9.50
750.700,5202.99,-9.45
750.730,5203.17,-9.52
750.760,5203.35,-9.44
750.790,5203.53,-9.38
750.820,5203.71,-9.47
750.850,5203.89,-9.40
750.880,5204.07,-9.34
750.910,5204.25,-9.46
750.940,5204.43,-9.45
750.970,5204.61,-9.44
751.000,5204.79,-9.50
751.030,5204.97,-9.54
751.060,5205.15,-9.47
751.090,5205.33,-9.48
751.120,5205.51,-9.49
751.150,5205.69,-9.40
751.180,5205.87,-9.56
751.210,5206.05,-9.57
751.240,5206.23,-9.52
751.270,5206.41,-9.59
751.300,5206.59,-9.60
751.330,5206.77,-9.48
751.360,5206.95,-9.64
751.390,5207.13,-9.56
751.420,5207.31,-9.60
751.450,5207.49,-9.64
751.480,5207.67,-9.66
751.510,5207.85,-9.60
751.540,5208.03,-9.61
751.570,5208.21,-9.58
751.600,5208.39,-9.51
751.630,5208.57,-9.49
751.660,5208.75,-9.62
751.690,5208.93,-9.48
751.720,5209.11,-9.58
751.750,5209.29,-9.52
751.780,5209.47,-9.50
751.810,5209.65,-9.41
751.840,5209.83,-9.38
751.870,5210.01,-9.56
751.900,5210.19,-9.60
751.930,5210.37,-9.58
751.960,5210.55,-9.56
751.990,5210.73,-9.52
752.020,5210.91,-9.68
752.050,5211.09,-9.63
752.080,5211.27,-9.57
752.110,5211.45,-9.60
752.140,5211.63,-9.57
752.170,5211.81,-9.58
752.200,5211.99,-9.57
752.230,5212.17,-9.53
752.260,5212.35,-9.62
752.290,5212.53,-9.57
752.320,5212.71,-9.55
752.350,5212.89,-9.56
752.380,5213.07,-9.62
752.410,5213.25,-9.63
752.440,5213.43,-9.58
752.470,5213.61,-9.71
752.500,5213.79,-9.68
752.530,5213.97,-9.72
752.560,5214.15,-9.61
752.590,5214.33,-9.65
752.620,5214.51,-9.68
752.650,5214.69,-9.60
752.680,5214.87,-9.64
752.710,5215.05,-9.57
752.740,5215.23,-9.60
752.770,5215.41,-9.60
752.800,5215.59,-9.52
752.830,5215.77,-9.53
752.860,5215.95,-9.47
752.890,5216.13,-9.54
752.920,5216.31,-9.57
752.950,5216.49,-9.59
752.980,5216.67,-9.52
753.010,5216.85,-9.55
753.040,5217.03,-9.53
753.070,5217.21,-9.54
753.100,5217.39,-9.54
753.130,5217.57,-9.53
753.160,5217.75,-9.45
753.190,5217.93,-9.48
753.220,5218.11,-9.45
753.250,5218.29,-9.42
753.280,5218.47,-9.41
753.310,5218.65,-9.43
753.340,5218.83,-9.63
753.370,5219.01,-9.46
753.400,5219.19,-9.48
753.430,5219.37,-9.57
753.460,5219.55,-9.54
753.490,5219.73,-9.56
753.520,5219.91,-9.58
753.550,5220.09,-9.49
753.580,5220.27,-9.58
753.610,5220.45,-9.53
753.640,5220.63,-9.61
753.670,5220.81,-9.52
753.700,5220.99,-9.54
753.730,5221.17,-9.61
753.760,5221.35,-9.47
753.790,5221.53,-9.53
753.820,5221.71,-9.51
753.850,5221.89,-9.47
753.880,5222.07,-9.60
753.910,5222.25,-9.49
753.940,5222.43,-9.55
753.970,5222.61,-9.55
754.000,5222.79,-9.56
754.030,5222.97,-9.64
754.060,5223.15,-9.64
754.090,5223.33,-9.56
754.120,5223.51,-9.56
754.150,5223.69,-9.58
754.180,5223.87,-9.60
754.210,5224.05,-9.56
754.240,5224.23,-9.56
754.270,5224.41,-9.61
754.300,5224.59,-9.66
754.330,5224.77,-9.57
754.360,5224.95,-9.57
754.390,5225.13,-9.71
754.420,5225.31,-9.64
754.450,5225.49,-9.60
827.186,5628.52,-9.44
827.221,5628.77,-9.59
827.256,5629.02,-9.65
827.291,5629.27,-9.60
827.326,5629.52,-9.49
827.361,5629.77,-9.53
827.396,5630.02,-9.53
827.431,5630.27,-9.52
827.466,5630.52,-9.65
827.501,5630.77,-9.59
827.536,5631.02,-9.54
827.571,5631.27,-9.61
827.606,5631.52,-9.53
827.641,5631.77,-9.48
827.676,5632.02,-9.51
827.711,5632.27,-9.55
827.746,5632.52,-9.48
827.781,5632.77,-9.58
827.816,5633.02,-9.56
827.851,5633.27,-9.52
827.886,5633.52,-9.50
827.921,5633.77,-9.57
827.956,5634.02,-9.51
827.991,5634.27,-9.56
828.026,5634.52,-9.51
828.061,5634.77,-9.46
828.096,5635.02,-9.42
828.131,5635.27,-9.42
828.166,5635.52,-9.42
828.201,5635.77,-9.48
828.236,5636.02,-9.53
828.271,5636.27,-9.59
828.306,5636.52,-9.53
828.341,5636.77,-9.55
828.376,5637.02,-9.46
828.411,5637.27,-9.50
828.446,5637.52,-9.40
828.481,5637.77,-9.40
828.516,5638.02,-9.48
828.551,5638.27,-9.38
828.586,5638.52,-9.50
828.621,5638.77,-9.54
828.656,5639.02,-9.57
828.691,5639.27,-9.55
828.726,5639.52,-9.51
828.761,5639.77,-9.61
828.796,5640.02,-9.56
828.831,5640.27,-9.41
828.866,5640.52,-9.27
828.901,5640.77,-9.43
828.936,5641.02,-9.47
828.971,5641.27,-9.59
829.006,5641.52,-9.58
829.041,5641.77,-9.49
829.076,5642.02,-9.58
829.111,5642.27,-9.60
829.146,5642.52,-9.60
829.181,5642.77,-9.60
829.216,5643.02,-9.62
829.251,5643.27,-9.61
829.286,5643.52,-9.64
829.321,5643.77,-9.62
829.356,5644.02,-9.69
829.391,5644.27,-9.67
829.426,5644.52,-9.63
829.461,5644.77,-9.59
829.496,5645.02,-9.64
829.531,5645.27,-9.70
829.566,5645.52,-9.57
829.601,5645.77,-9.62
829.636,5646.02,-9.63
829.671,5646.27,-9.60
829.706,5646.52,-9.56
829.741,5646.77,-9.58
829.776,5647.02,-9.54
829.811,5647.27,-9.53
829.846,5647.52,-9.53
829.881,5647.77,-9.53
829.916,5648.02,-9.59
829.951,5648.27,-9.60
829.986,5648.52,-9.61
830.021,5648.77,-9.46
830.056,5649.02,-9.62
830.091,5649.27,-9.52
830.126,5649.52,-9.54
830.161,5649.77,-9.56
830.196,5650.02,-9.58
830.231,5650.27,-9.45
830.266,5650.52,-9.62
830.301,5650.77,-9.40
830.336,5651.02,-9.45
830.371,5651.27,-9.45
830.406,5651.52,-9.35
830.441,5651.77,-9.47
830.476,5652.02,-9.56
830.511,5652.27,-9.47
830.546,5652.52,-9.50
830.581,5652.77,-9.54
830.616,5653.02,-9.57
830.651,5653.27,-9.49
830.686,5653.52,-9.43
830.721,5653.77,-9.37
830.756,5654.02,-9.48
830.791,5654.27,-9.56
830.826,5654.52,-9.54
830.861,5654.77,-9.40
830.896,5655.02,-9.59
830.931,5655.27,-9.35
830.966,5655.52,-9.47
831.001,5655.77,-9.32
831.036,5656.02,-9.48
831.071,5656.27,-9.50
831.106,5656.52,-9.47
831.141,5656.77,-9.46
831.176,5657.02,-9.48
831.211,5657.27,-9.43
831.246,5657.52,-9.40
831.281,5657.77,-9.35
831.316,5658.02,-9.26
831.351,5658.27,-9.37
831.386,5658.52,-9.47
831.421,5658.77,-9.39
831.456,5659.02,-9.33
831.491,5659.27,-9.38
831.526,5659.52,-9.37
831.561,5659.77,-9.37
831.596,5660.02,-9.49
831.631,5660.27,-9.46
831.666,5660.52,-9.36
831.701,5660.77,-9.39
831.736,5661.02,-9.31
831.771,5661.27,-9.20
831.806,5661.52,-9.43
831.841,5661.77,-9.45
831.876,5662.02,-9.45
831.911,5662.27,-9.20
831.946,5662.52,-9.43
831.981,5662.77,-9.31
832.016,5663.02,-9.20
832.051,5663.27,-9.36
832.086,5663.52,-9.28
832.121,5663.77,-9.38
832.156,5664.02,-9.41
832.191,5664.27,-9.48
832.226,5664.52,-9.35
832.261,5664.77,-9.37
832.296,5665.02,-9.31
832.331,5665.27,-9.39
832.366,5665.52,-9.49
832.401,5665.77,-9.50
832.436,5666.02,-9.34
832.471,5666.27,-9.26
832.506,5666.52,-9.42
832.541,5666.77,-9.37
832.576,5667.02,-9.31
832.611,5667.27,-9.33
832.646,5667.52,-9.51
832.681,5667.77,-9.51
832.716,5668.02,-9.27
832.751,5668.27,-9.20
832.786,5668.52,-9.47
832.821,5668.77,-9.51
832.856,5669.02,-9.21
832.891,5669.27,-9.27
832.926,5669.52,-9.34
832.961,5669.77,-9.40
832.996,5670.02,-9.17
833.031,5670.27,-9.31
833.066,5670.52,-9.54
833.101,5670.77,-9.45
833.136,5671.02,-9.39
833.171,5671.27,-9.16
833.206,5671.52,-9.37
833.241,5671.77,-9.58
833.276,5672.02,-9.50
833.311,5672.27,-9.41
833.346,5672.52,-9.29
833.381,5672.77,-9.52
833.416,5673.02,-9.35
833.451,5673.27,-9.44
833.486,5673.52,-9.21
833.521,5673.77,-9.51
833.556,5674.02,-9.36
833.591,5674.27,-9.52
