Date,SPDF
-18867.5,0.1064
-18866.5,0.10447
-18865.5,0.10263
-18864.5,0.10083
-18863.5,0.09906
-18862.5,0.09729
-18861.5,0.09548
-18860.5,0.09361
-18859.5,0.09166
-18858.5,0.08959
-18857.5,0.08744
-18856.5,0.08524
-18855.5,0.08302
-18854.5,0.08082
-18853.5,0.07867
-18852.5,0.07661
-18851.5,0.07466
-18850.5,0.07285
-18849.5,0.0712
-18848.5,0.06971
-18847.5,0.06837
-18846.5,0.06714
-18845.5,0.06599
-18844.5,0.0649
-18843.5,0.06384
-18842.5,0.0628
-18841.5,0.06174
-18840.5,0.06064
-18839.5,0.0595
-18838.5,0.05829
-18837.5,0.05705
-18836.5,0.05579
-18835.5,0.05453
-18834.5,0.05329
-18833.5,0.05207
-18832.5,0.0509
-18831.5,0.04978
-18830.5,0.04873
-18829.5,0.04776
-18828.5,0.04687
-18827.5,0.04606
-18826.5,0.0453
-18825.5,0.04458
-18824.5,0.04389
-18823.5,0.04322
-18822.5,0.04256
-18821.5,0.04189
-18820.5,0.0412
-18819.5,0.04048
-18818.5,0.03973
-18817.5,0.03896
-18816.5,0.03817
-18815.5,0.03738
-18814.5,0.0366
-18813.5,0.03585
-18812.5,0.03512
-18811.5,0.03443
-18810.5,0.03379
-18809.5,0.03321
-18808.5,0.03269
-18807.5,0.03222
-18806.5,0.03179
-18805.5,0.031398
-18804.5,0.031023
-18803.5,0.030658
-18802.5,0.03029
-18801.5,0.029912
-18800.5,0.029514
-18799.5,0.029085
-18798.5,0.028629
-18797.5,0.028157
-18796.5,0.027674
-18795.5,0.027185
-18794.5,0.026694
-18793.5,0.026208
-18792.5,0.02573
-18791.5,0.025264
-18790.5,0.024814
-18789.5,0.024386
-18788.5,0.023975
-18787.5,0.023575
-18786.5,0.023187
-18785.5,0.02281
-18784.5,0.02244
-18783.5,0.022079
-18782.5,0.021724
-18781.5,0.021374
-18780.5,0.021029
-18779.5,0.020688
-18778.5,0.020357
-18777.5,0.020041
-18776.5,0.019738
-18775.5,0.019439
-18774.5,0.019144
-18773.5,0.018845
-18772.5,0.018539
-18771.5,0.018222
-18770.5,0.01789
-18769.5,0.017542
-18768.5,0.01717
-18767.5,0.016776
-18766.5,0.016368
-18765.5,0.015956
-18764.5,0.015541
-18763.5,0.015135
-18762.5,0.014743
-18761.5,0.014368
-18760.5,0.014016
-18759.5,0.013691
-18758.5,0.013396
-18757.5,0.013122
-18756.5,0.012867
-18755.5,0.012623
-18754.5,0.012389
-18753.5,0.012159
-18752.5,0.011931
-18751.5,0.011698
-18750.5,0.011459
-18749.5,0.011209
-18748.5,0.010953
-18747.5,0.010693
-18746.5,0.010432
-18745.5,0.010171
-18744.5,0.009912
-18743.5,0.009654
-18742.5,0.009398
-18741.5,0.009144
-18740.5,0.008896
-18739.5,0.008652
-18738.5,0.008413
-18737.5,0.008179
-18736.5,0.007949
-18735.5,0.007722
-18734.5,0.007499
-18733.5,0.007278
-18732.5,0.00706
-18731.5,0.006842
-18730.5,0.006625
-18729.5,0.006409
-18728.5,0.006192
-18727.5,0.005972
-18726.5,0.005751
-18725.5,0.005534
-18724.5,0.005323
-18723.5,0.005117
-18722.5,0.004922
-18721.5,0.004736
-18720.5,0.004561
-18719.5,0.0044
-18718.5,0.004251
-18717.5,0.004114
-18716.5,0.003985
-18715.5,0.003863
-18714.5,0.003748
-18713.5,0.003635
-18712.5,0.003523
-18711.5,0.003412
-18710.5,0.003299
-18709.5,0.003185
-18708.5,0.003068
-18707.5,0.0029492
-18706.5,0.002832
-18705.5,0.0027147
-18704.5,0.0026022
-18703.5,0.0024928
-18702.5,0.0023881
-18701.5,0.0022896
-18700.5,0.002199
-18699.5,0.0021146
-18698.5,0.002038
-18697.5,0.0019661
-18696.5,0.0019005
-18695.5,0.0018395
-18694.5,0.0017801
-18693.5,0.0017223
-18692.5,0.001666
-18691.5,0.0016098
-18690.5,0.0015519
-18689.5,0.0014941
-18688.5,0.0014347
-18687.5,0.0013738
-18686.5,0.0013113
-18685.5,0.0012519
-18684.5,0.001194
-18683.5,0.0011378
-18682.5,0.0010862
-18681.5,0.0010393
-18680.5,0.0009956
-18679.5,0.0009581
-18678.5,0.0009252
-18677.5,0.0008971
-18676.5,0.0008737
-18675.5,0.0008518
-18674.5,0.0008315
-18673.5,0.0008111
-18672.5,0.0007924
-18671.5,0.0007705
-18670.5,0.0007486
-18669.5,0.0007252
-18668.5,0.0007002
-18667.5,0.0006736
-18666.5,0.000647
-18665.5,0.0006189
-18664.5,0.0005923
-18663.5,0.0005673
-18662.5,0.0005423
-18661.5,0.0005189
-18660.5,0.000497
-18659.5,0.0004767
-18658.5,0.0004579
-18657.5,0.0004407
-18656.5,0.0004235
-18655.5,0.0004064
-18654.5,0.0003907
-18653.5,0.0003767
-18652.5,0.0003626
-18651.5,0.0003485
-18650.5,0.000336
-18649.5,0.0003235
-18648.5,0.00031258
-18647.5,0.0003032
-18646.5,0.00029382
-18645.5,0.00028445
-18644.5,0.00027507
-18643.5,0.00026725
-18642.5,0.00025788
-18641.5,0.00025006
-18640.5,0.00024225
-18639.5,0.00023287
-18638.5,0.00022349
-18637.5,0.00021412
-18636.5,0.00020474
-18635.5,0.00019692
-18634.5,0.00018755
-18633.5,0.00017973
-18632.5,0.00017035
-18631.5,0.00016254
-18630.5,0.00015629
-18629.5,0.00014847
-18628.5,0.00014222
-18627.5,0.00013597
-18626.5,0.00012972
-18625.5,0.00012503
-18624.5,0.00011878
-18623.5,0.00011409
-18622.5,0.00010784
-18621.5,0.00010315
-18620.5,0.00009846
-18619.5,0.00009377
-18618.5,0.00008908
-18617.5,0.0000844
-18616.5,0.00008127
-18615.5,0.00007658
-18614.5,0.00007189
-18613.5,0.00006877
-18612.5,0.00006564
-18611.5,0.00006252
-18610.5,0.00005939
-18609.5,0.00005626
-18608.5,0.00005314
-18607.5,0.00005001
-18606.5,0.00004845
-18605.5,0.00004532
-18604.5,0.00004376
-18603.5,0.0000422
-18602.5,0.00004064
-18601.5,0.00003751
-18600.5,0.00003595
-18599.5,0.00003438
-18598.5,0.00003282
-18597.5,0.000031258
-18596.5,0.000029695
-18595.5,0.000028132
-18594.5,0.000026569
-18593.5,0.000025006
-18592.5,0.000023443
-18591.5,0.00002188
-18590.5,0.000020318
-18589.5,0.000020318
-18588.5,0.000018755
-18587.5,0.000017192
-18586.5,0.000017192
-18585.5,0.000015629
-18584.5,0.000015629
-18583.5,0.000014066
-18582.5,0.000014066
-18581.5,0.000012503
-18580.5,0.000012503
-18579.5,0.000012503
-18578.5,0.00001094
-18577.5,0.00001094
-18576.5,0.000009377
-18575.5,0.000009377
-18574.5,0.000009377
-18573.5,0.000007814
-18572.5,0.000007814
-18571.5,0.000007814
-18570.5,0.000007814
-18569.5,0.000006252
-18568.5,0.000006252
-18567.5,0.000006252
-18566.5,0.000006252
-18565.5,0.000006252
-18564.5,0.000006252
-18563.5,0.000006252
-18562.5,0.000004689
-18561.5,0.000004689
-18560.5,0.000004689
-18559.5,0.000004689
-18558.5,0.000004689
-18557.5,0.000004689
-18556.5,0.000004689
-18555.5,0.000004689
-18554.5,0.000004689
-18553.5,0.0000031258
-18552.5,0.0000031258
-18551.5,0.0000031258
-18550.5,0.0000031258
-18549.5,0.0000031258
-18548.5,0.0000031258
-18547.5,0.0000031258
-18546.5,0.0000031258
-18545.5,0.0000031258
-18544.5,0.0000031258
-18543.5,0.0000031258
-18542.5,0.0000015629
-18541.5,0.0000015629
-18540.5,0.0000015629
-18539.5,0.0000015629
-18538.5,0.0000015629
-18537.5,0.0000015629
-18536.5,0.0000015629
-18535.5,0.0000015629
-18534.5,0.0000015629
-18533.5,0
