"","x"
"B",1.56324198912143
"B0",-1.59582238136057
"alpha[1]",0.28054765610206
"alpha[2]",-0.0871819220585313
"alpha[3]",0.265591069746206
"alpha[4]",-0.7464671785959
"alpha[5]",-2.23388881481081
"alpha[6]",0.914167768774311
"alpha[7]",0.0590626129254366
"alpha[8]",1.05295746370025
"alpha[9]",0.450976604852071
"alpha[10]",-0.105991369436784
"alpha[11]",-0.487566941213748
"alpha[12]",0.208561340125588
"alpha[13]",-0.0293599882349536
"alpha[14]",0.96627200484404
"alpha[15]",0.715862016969071
"alpha[16]",-1.01510329217948
"alpha[17]",-0.77073845982951
"alpha[18]",-1.61553210048722
"alpha[19]",0.452663418935844
"alpha[20]",0.769471745780499
"alpha[21]",-0.23560252512834
"alpha[22]",0.44447442861376
"alpha[23]",-2.31336642969059
"alpha[24]",1.1900049756593
"alpha[25]",-2.24845567302892
"alpha[26]",-0.946688950802564
"alpha[27]",1.27076400016484
"alpha[28]",0.329108112783997
"alpha[29]",-0.0788696373764726
"alpha[30]",0.6071908948178
"alpha[31]",0.874361420771043
"alpha[32]",-0.656042487017036
"alpha[33]",-0.150516363273882
"alpha[34]",-0.691430295600179
"alpha[35]",0.291896419011418
"alpha[36]",1.96732248278494
"alpha[37]",0.0960172550109358
"alpha[38]",-0.673100414725069
"alpha[39]",-0.06901011545573
"alpha[40]",-0.734316818990089
"alpha[41]",-0.647253090127515
"alpha[42]",-0.716597208162009
"alpha[43]",-1.06948922381842
"alpha[44]",0.791948282416877
"alpha[45]",0.228990463412523
"alpha[46]",-0.42806481652778
"alpha[47]",-0.219567736365775
"alpha[48]",0.744323251248108
"alpha[49]",-0.796919951367994
"alpha[50]",-0.472938036004971
"alpha[51]",0.863356421093221
"alpha[52]",2.64299192648151
"alpha[53]",-1.36465707679059
"alpha[54]",0.879106070003717
"alpha[55]",-0.183159712265941
"alpha[56]",0.761819051928611
"alpha[57]",-1.47172204214754
"alpha[58]",-0.0379808607929384
"alpha[59]",-1.27513698320646
"alpha[60]",-1.15176275175812
"alpha[61]",0.842976126159771
"alpha[62]",-0.457151913198081
"alpha[63]",-0.523758728593229
"alpha[64]",-0.68411464972215
"alpha[65]",0.0167007112992525
"alpha[66]",0.85171982466846
"alpha[67]",0.289456804674602
"alpha[68]",0.892555362142831
"alpha[69]",-0.355815595336488
"alpha[70]",-0.679994026992614
"alpha[71]",-1.53626549170302
"alpha[72]",-0.545771611858899
"alpha[73]",0.453359914181928
"alpha[74]",-1.21366596479711
"alpha[75]",-0.395542017185832
"alpha[76]",0.756943634379998
"alpha[77]",-0.0841817378475819
"alpha[78]",-2.83699726083722
"alpha[79]",1.33301693479991
"alpha[80]",-0.7580057964378
"alpha[81]",0.327496481988216
"alpha[82]",-0.942857296464623
"alpha[83]",-1.24147030369446
"alpha[84]",1.33793980811739
"alpha[85]",0.195744442429998
"alpha[86]",-1.91574242751616
"alpha[87]",-1.09475745930507
"alpha[88]",0.0168500914815018
"alpha[89]",-1.49977624494487
"alpha[90]",-1.04586612199597
"alpha[91]",-1.52956041025162
"alpha[92]",2.05657890637428
"alpha[93]",0.554951474528012
"alpha[94]",-0.625291904157851
"alpha[95]",-0.0427066026834273
"alpha[96]",1.38745966208726
"alpha[97]",0.113026135647265
"alpha[98]",0.730891435209028
"alpha[99]",-0.0430082318517264
"alpha[100]",0.32709271178171
"alpha[101]",2.30002448988008
"alpha[102]",0.579361493990631
"alpha[103]",1.13968127083795
"alpha[104]",1.16781278506624
"alpha[105]",-1.39508442209934
"alpha[106]",-0.170390998156152
"alpha[107]",-0.17887310167728
"alpha[108]",1.89502246084494
"alpha[109]",0.556109826459533
"alpha[110]",-0.778017982842205
"alpha[111]",-0.708534192450031
"alpha[112]",0.0105422555949198
"alpha[113]",0.0804978027618553
"alpha[114]",-1.85768374755495
"alpha[115]",0.129043902045548
"alpha[116]",-0.543551511591334
"alpha[117]",0.0669029158387795
"alpha[118]",-0.545295064145192
"alpha[119]",-0.51917504198822
"alpha[120]",-0.583582362999201
"alpha[121]",-0.500342527786374
"alpha[122]",-0.0286239677921933
"alpha[123]",-0.420451249564264
"alpha[124]",-2.36213875938056
"alpha[125]",-1.23772141341965
"alpha[126]",0.619410454473813
"alpha[127]",-1.18418948253024
"alpha[128]",-0.504529553193286
"alpha[129]",0.579913484204013
"alpha[130]",-0.229922034001646
"alpha[131]",-0.517450278708028
"alpha[132]",1.63973601736196
"alpha[133]",0.49626925039551
"alpha[134]",0.11667083251162
"alpha[135]",-0.38982019224977
"alpha[136]",-0.74058192366644
"alpha[137]",-0.840442593239979
"alpha[138]",0.681298895045927
"alpha[139]",1.85358779568898
"alpha[140]",-0.255391142672679
"alpha[141]",0.439409953113855
"alpha[142]",-0.527531105567106
"alpha[143]",2.19246356037665
"alpha[144]",1.95474664950388
"alpha[145]",0.192787616938927
"alpha[146]",1.61409090996674
"alpha[147]",-0.0962364994493606
"alpha[148]",-1.53798029540369
"alpha[149]",1.61045800049446
"alpha[150]",0.598372436269014
"alpha[151]",2.05862869462594
"alpha[152]",1.04297332628429
"alpha[153]",1.56971419876696
"alpha[154]",-0.996619219819199
"alpha[155]",0.738919020328226
"alpha[156]",-0.959564577774428
"alpha[157]",0.118907199736603
"alpha[158]",-1.62007122946999
"alpha[159]",1.34828487898972
"alpha[160]",-1.00779751290678
"alpha[161]",-0.903869026049303
"alpha[162]",0.874788981091936
"alpha[163]",0.624912591540883
"alpha[164]",1.09030916943361
"alpha[165]",-0.966065397894297
"alpha[166]",-0.216495627188936
"alpha[167]",-1.43539901354725
"alpha[168]",-0.0586258071825942
"alpha[169]",-0.215167358056447
"alpha[170]",0.727607950244882
"alpha[171]",-0.480246326080238
"alpha[172]",-0.687734463778688
"alpha[173]",0.638998359988251
"alpha[174]",-0.25194593571576
"alpha[175]",-0.223498184707004
"alpha[176]",1.680831734026
"alpha[177]",0.708446344500333
"alpha[178]",0.189465012619863
"alpha[179]",-0.747808622592731
"alpha[180]",2.5089619661136
"alpha[181]",-0.254240720406885
"alpha[182]",0.581603411032969
"alpha[183]",-0.483260251640401
"alpha[184]",0.78931592617844
"alpha[185]",1.03880599272611
"alpha[186]",-1.23268710315555
"alpha[187]",-2.21373238955926
"alpha[188]",1.59063998339917
"alpha[189]",-0.605203315804875
"alpha[190]",0.0747948549071151
"alpha[191]",1.64637142574458
"alpha[192]",-0.732151534810053
"alpha[193]",-0.711289282485939
"alpha[194]",1.06769298179995
"alpha[195]",-0.173847308575647
"alpha[196]",1.55800333696269
"alpha[197]",0.350739387339047
"alpha[198]",-0.176791185159612
"alpha[199]",-1.51399057330721
"alpha[200]",0.343136217896414
"alpha[201]",0.254015940924001
"alpha[202]",1.12807524578772
"alpha[203]",-0.219378257253097
"alpha[204]",-0.327846321808651
"alpha[205]",-0.939895086569435
"alpha[206]",0.715642742785723
"alpha[207]",0.689506130993697
"alpha[208]",-1.34266032801191
"alpha[209]",-0.320658327678087
"alpha[210]",0.594698678851319
"alpha[211]",0.66774873858162
"alpha[212]",-0.244444575973769
"alpha[213]",0.506962507430916
"alpha[214]",0.00638903518503735
"alpha[215]",0.371318411873851
"alpha[216]",-0.244332339117912
"alpha[217]",0.519290180855256
"alpha[218]",-0.15382225687938
"alpha[219]",0.479513760737016
"alpha[220]",0.141670042691662
"alpha[221]",1.24977234776103
"alpha[222]",-0.129436516473166
"alpha[223]",-0.671623738663921
"alpha[224]",-0.250021358398439
"alpha[225]",0.27613945148488
"alpha[226]",1.93029133061693
"alpha[227]",0.994473922260751
"alpha[228]",1.13385461919951
"alpha[229]",-0.400090026900104
"alpha[230]",1.61447858433113
