"","x"
"B",-0.0254973194071261
"B0",-0.950622263958679
"alpha[1]",-1.28229242000464
"alpha[2]",0.243787525626311
"alpha[3]",-1.77565192037927
"alpha[4]",2.67931349942749
"alpha[5]",0.136382982894807
"alpha[6]",0.751141713148564
"alpha[7]",-0.60185626728128
"alpha[8]",-0.155432394407154
"alpha[9]",-0.312780081234183
"alpha[10]",0.886198128302256
"alpha[11]",-0.684529629972376
"alpha[12]",1.59402025846574
"alpha[13]",0.588756299391235
"alpha[14]",0.235090551452986
"alpha[15]",-1.04283279992015
"alpha[16]",-0.599856608694556
"alpha[17]",1.52708517409248
"alpha[18]",0.21257194565857
"alpha[19]",-0.320464170432056
"alpha[20]",-0.363571460434786
"alpha[21]",0.22935159964047
"alpha[22]",1.02464061488396
"alpha[23]",1.75489861318385
"alpha[24]",1.63076497673729
"alpha[25]",-0.83485936042449
"alpha[26]",-0.589682134063476
"alpha[27]",-0.173578756379078
"alpha[28]",-0.907622088311188
"alpha[29]",-1.10403610780706
"alpha[30]",1.03460584188853
"alpha[31]",-1.69874095709703
"alpha[32]",-1.8269782605722
"alpha[33]",-1.58684402271452
"alpha[34]",1.04956844115312
"alpha[35]",1.0558597142441
"alpha[36]",0.591322642094094
"alpha[37]",0.20442683859342
"alpha[38]",-0.556337963680357
"alpha[39]",-3.54816946267827
"alpha[40]",0.911669840315449
"alpha[41]",-0.0291862195285912
"alpha[42]",-1.07048136221034
"alpha[43]",-0.496983291288367
"alpha[44]",-1.50586292939328
"alpha[45]",0.0205401622085701
"alpha[46]",-0.189390810527685
"alpha[47]",0.727199825739264
"alpha[48]",-1.1009346836957
"alpha[49]",-0.673855641124451
"alpha[50]",0.690230827798279
"alpha[51]",2.3748500287581
"alpha[52]",0.0232992831965704
"alpha[53]",0.545885195494022
"alpha[54]",-1.78979756633336
"alpha[55]",-0.574002154448443
"alpha[56]",0.39044615317602
"alpha[57]",-1.29651037386435
"alpha[58]",2.00597018790186
"alpha[59]",2.88647280250024
"alpha[60]",0.321355430422386
"alpha[61]",-0.380853261109203
"alpha[62]",-0.653856130777802
"alpha[63]",0.669426440970968
"alpha[64]",-1.19531543411112
"alpha[65]",0.745868994491782
"alpha[66]",-0.207642033561763
"alpha[67]",-0.357934684153261
"alpha[68]",-0.435184870790507
"alpha[69]",0.252757664182056
"alpha[70]",0.422132136728777
"alpha[71]",0.212572788465097
"alpha[72]",0.188661698468017
"alpha[73]",-0.926618979978482
"alpha[74]",-1.45343162311549
"alpha[75]",0.102487878069599
"alpha[76]",1.39124959096247
"alpha[77]",0.977726400308991
"alpha[78]",1.5326006213947
"alpha[79]",0.767281255991391
"alpha[80]",-0.853402159146581
"alpha[81]",-1.23330750324517
"alpha[82]",1.605042416492
"alpha[83]",-0.747006129677176
"alpha[84]",-0.719162367459946
"alpha[85]",-1.33700601676717
"alpha[86]",-0.310057280344851
"alpha[87]",-0.968886846246654
"alpha[88]",1.90913808816557
"alpha[89]",0.0611058146882304
"alpha[90]",0.844419012514135
"alpha[91]",-2.44685026237128
"alpha[92]",0.615458861430165
"alpha[93]",0.767368753881089
"alpha[94]",0.61065543094107
"alpha[95]",-1.16183881429244
"alpha[96]",-0.52664380237952
"alpha[97]",-0.279618996665377
"alpha[98]",2.42470382596302
"alpha[99]",-1.23197071127796
"alpha[100]",-0.90642104851486
"alpha[101]",0.00232762514902925
"alpha[102]",0.635097893379289
"alpha[103]",-0.242029090631781
"alpha[104]",0.918256168579976
"alpha[105]",1.79558966067848
"alpha[106]",-1.47278516918698
"alpha[107]",-1.20612731248448
"alpha[108]",1.91793367026546
"alpha[109]",0.759083394285198
"alpha[110]",0.32530212481
"alpha[111]",0.384354597709715
"alpha[112]",-0.147413715608049
"alpha[113]",-0.52933477039851
"alpha[114]",-0.525958170618522
"alpha[115]",0.943740954501781
"alpha[116]",-1.60019840171712
"alpha[117]",0.11162992543368
"alpha[118]",0.207498735629125
"alpha[119]",-0.0240163605036777
"alpha[120]",-1.76975183837925
"alpha[121]",2.18053780081783
"alpha[122]",-0.125400934420787
"alpha[123]",0.0351691476218812
"alpha[124]",-0.367237707342197
"alpha[125]",0.92448173137524
"alpha[126]",1.86070410585562
"alpha[127]",-0.472285858243715
"alpha[128]",1.73875408410376
"alpha[129]",-0.313678047363285
"alpha[130]",0.590850005959231
"alpha[131]",-0.498884175187529
"alpha[132]",-0.820857983111379
"alpha[133]",0.181517745422714
"alpha[134]",-1.02844447132973
"alpha[135]",-0.978971291416617
"alpha[136]",-0.0383094987342521
"alpha[137]",0.624238333641776
"alpha[138]",-0.352783739708898
"alpha[139]",-1.49766276095623
