"","x"
"B",2.66942344386411
"B0",-2.1665541729598
"alpha[1]",-1.12989928163141
"alpha[2]",0.0883520136434784
"alpha[3]",0.135076909133107
"alpha[4]",0.0850910959770665
"alpha[5]",0.0758846727427595
"alpha[6]",1.51486117842351
"alpha[7]",1.10088704873081
"alpha[8]",0.589290403449259
"alpha[9]",1.38104915859087
"alpha[10]",1.06640154167781
"alpha[11]",-0.163069008276888
"alpha[12]",0.380439768371724
"alpha[13]",0.372634781152273
"alpha[14]",0.924639597125653
"alpha[15]",-0.915248807588374
"alpha[16]",0.157743785307049
"alpha[17]",0.992041626567651
"alpha[18]",0.93085834668454
"alpha[19]",-1.3458078642365
"alpha[20]",-0.412720205328271
"alpha[21]",-0.795825503389791
"alpha[22]",0.156627438753387
"alpha[23]",2.50122561403478
"alpha[24]",2.16069911038824
"alpha[25]",-0.496839832384658
"alpha[26]",0.846137853392528
"alpha[27]",1.07856038322031
"alpha[28]",-0.38591172201866
"alpha[29]",0.61730900527494
"alpha[30]",-0.706822392177025
"alpha[31]",-0.102358545760939
"alpha[32]",-0.830676156451685
"alpha[33]",1.19932885611241
"alpha[34]",-0.57017717424314
"alpha[35]",-1.05238412466807
"alpha[36]",-0.676433102760155
"alpha[37]",0.931169538506391
"alpha[38]",-1.46610228468149
"alpha[39]",0.579031544134603
"alpha[40]",1.56863244175105
"alpha[41]",0.138277717046276
"alpha[42]",1.63601845888797
"alpha[43]",1.78305475404483
"alpha[44]",-0.764600149664377
"alpha[45]",-1.37090605048205
"alpha[46]",-0.294067268286796
"alpha[47]",0.888281786643889
"alpha[48]",0.781895650059891
"alpha[49]",-2.25927024815055
"alpha[50]",-0.564899032945997
"alpha[51]",-0.793621851106144
"alpha[52]",0.756246278243378
"alpha[53]",0.88589728401934
"alpha[54]",1.2080999172049
"alpha[55]",0.582079774901302
"alpha[56]",0.159327311274714
"alpha[57]",0.209816488326414
"alpha[58]",0.462707551621661
"alpha[59]",-0.507490871729739
"alpha[60]",-0.636863749333872
"alpha[61]",0.616710987038328
"alpha[62]",-1.43366306152534
"alpha[63]",-0.573280271420439
"alpha[64]",1.69525795052196
"alpha[65]",-0.262082895497403
"alpha[66]",-0.612145435290897
"alpha[67]",1.54426634679571
"alpha[68]",1.20626625857057
"alpha[69]",1.33941716511298
"alpha[70]",-0.903058190295853
"alpha[71]",-0.721904911242198
"alpha[72]",0.220337196894737
"alpha[73]",1.90192493375504
"alpha[74]",0.738557782033363
"alpha[75]",0.325507029207805
"alpha[76]",2.12084810901784
"alpha[77]",2.6329043623911
"alpha[78]",2.12451260259532
"alpha[79]",0.648721155194302
"alpha[80]",0.831849449052399
"alpha[81]",-0.972598386978441
"alpha[82]",-1.38538681463364
"alpha[83]",-1.04320317047528
"alpha[84]",0.737493390452307
"alpha[85]",0.00318541805083945
"alpha[86]",1.52148285925853
"alpha[87]",0.516583031477106
"alpha[88]",-1.18456848050112
"alpha[89]",0.024573787776033
"alpha[90]",1.09848673165702
"alpha[91]",0.5043898135372
"alpha[92]",-0.170566732275694
"alpha[93]",0.554881237232958
"alpha[94]",1.27344738604521
"alpha[95]",0.0929370513051694
"alpha[96]",0.961280544100098
"alpha[97]",0.0482432556417743
"alpha[98]",-0.860301968921881
"alpha[99]",1.27772740985649
"alpha[100]",-1.35523379747686
"alpha[101]",-0.959030440894047
"alpha[102]",1.46266445943677
"alpha[103]",0.434857711824791
"alpha[104]",1.23670010704549
"alpha[105]",-0.382465173675607
"alpha[106]",-0.989061279859777
"alpha[107]",0.19747993906266
"alpha[108]",0.555397008368911
"alpha[109]",-0.726514250020308
"alpha[110]",0.668272879405619
"alpha[111]",-1.1629960184516
"alpha[112]",0.286354730643308
"alpha[113]",1.61415017234867
"alpha[114]",0.457138023794297
"alpha[115]",-0.111884085649374
"alpha[116]",-0.324421404746778
"alpha[117]",-0.505116371568092
"alpha[118]",1.25598154945984
"alpha[119]",-0.337753326500492
"alpha[120]",0.166351901563491
"alpha[121]",-2.07885776405618
"alpha[122]",0.452092649485075
"alpha[123]",-0.264617546814439
"alpha[124]",-1.14325096420207
"alpha[125]",0.395937922828105
"alpha[126]",-0.728117306101819
"alpha[127]",0.475104416886585
"alpha[128]",0.226736519428121
"alpha[129]",-0.211137306541694
"alpha[130]",0.524388631374364
"alpha[131]",-0.595099944009153
"alpha[132]",0.0815060610030475
"alpha[133]",0.901801277027998
"alpha[134]",0.847704950464658
"alpha[135]",-0.692194037486216
"alpha[136]",-0.832168457907583
"alpha[137]",1.98627503930697
"alpha[138]",0.191057967166673
"alpha[139]",0.892172367938802
"alpha[140]",-0.643524952990597
"alpha[141]",0.560418688151491
"alpha[142]",1.05109318571851
"alpha[143]",-1.61283744704664
"alpha[144]",-1.03201657867418
"alpha[145]",1.08985443595219
"alpha[146]",1.07975418865212
"alpha[147]",-1.50501243351469
"alpha[148]",0.34421463967903
"alpha[149]",0.273654588356825
"alpha[150]",0.569135095882348
"alpha[151]",-0.441540397109511
"alpha[152]",-0.838414909373271
"alpha[153]",-0.179735901757784
"alpha[154]",-1.04737132878225
"alpha[155]",0.947240198949594
"alpha[156]",0.638442316828646
"alpha[157]",1.132921712575
"alpha[158]",1.3546543132889
"alpha[159]",-0.908560451459677
"alpha[160]",-0.551119841464095
"alpha[161]",-0.693220203774267
"alpha[162]",0.524186049513827
"alpha[163]",-0.0525182034804118
"alpha[164]",3.33136212816532
"alpha[165]",-0.162969542519609
"alpha[166]",0.902558496892783
"alpha[167]",-0.36085101663058
"alpha[168]",0.453436435068787
"alpha[169]",0.255307989777577
