"","x"
"B",-1.15278790563389
"B0",0.440426046295229
"alpha[1]",-0.50714178908447
"alpha[2]",-1.39957068714582
"alpha[3]",0.149174002793412
"alpha[4]",-0.574990074274176
"alpha[5]",-0.0235956823091378
"alpha[6]",-0.399568754893302
"alpha[7]",1.47715157904436
"alpha[8]",0.69287195121172
"alpha[9]",1.00787894052454
"alpha[10]",0.641716389817994
"alpha[11]",2.08170394943935
"alpha[12]",1.79672593004059
"alpha[13]",0.114143786551711
"alpha[14]",-0.499687454384831
"alpha[15]",-0.608159348200523
"alpha[16]",-0.434523978310013
"alpha[17]",2.28890487359752
"alpha[18]",-0.437984774854267
"alpha[19]",-1.07392149617221
"alpha[20]",-0.438334480532516
"alpha[21]",0.876190191283956
"alpha[22]",-1.384280881786
"alpha[23]",-1.00419139861103
"alpha[24]",0.903782237771048
"alpha[25]",-0.0284094128495882
"alpha[26]",-0.287812893969425
"alpha[27]",0.487699288937211
"alpha[28]",-0.21593943313106
"alpha[29]",-0.082834715802276
"alpha[30]",0.045342181659374
"alpha[31]",0.00469876867512536
"alpha[32]",-0.898640256146358
"alpha[33]",1.34881919909574
"alpha[34]",-0.628901917433759
"alpha[35]",0.76999683266426
"alpha[36]",-1.17371097194381
"alpha[37]",1.78020901525225
"alpha[38]",-1.71572837642589
"alpha[39]",-1.31053082561098
"alpha[40]",-0.132387016949061
"alpha[41]",0.625905632506574
"alpha[42]",-1.37684619544362
"alpha[43]",-0.28314281170948
"alpha[44]",-0.745782894326847
"alpha[45]",0.677411484937956
"alpha[46]",0.688913703373741
"alpha[47]",-1.30730010742004
"alpha[48]",-0.33959084171094
"alpha[49]",-0.167636856510316
"alpha[50]",-1.4908694990764
"alpha[51]",0.993041211687527
"alpha[52]",-0.93992993227759
"alpha[53]",-0.25986445783623
"alpha[54]",-0.102135144284227
"alpha[55]",-1.22359103003628
"alpha[56]",-0.559457116609901
"alpha[57]",0.0936348065390407
"alpha[58]",-1.79796839568127
"alpha[59]",0.715038453053024
"alpha[60]",-0.411888040997318
"alpha[61]",0.595999836195586
"alpha[62]",-0.75191805999264
"alpha[63]",1.67459011324467
"alpha[64]",0.0975594214268267
"alpha[65]",1.04440046722433
"alpha[66]",0.149329953515877
"alpha[67]",0.851066606582868
"alpha[68]",1.19595476429204
"alpha[69]",-0.27574240179461
"alpha[70]",-0.421531901857843
"alpha[71]",1.89684728920575
"alpha[72]",-0.316767004532326
"alpha[73]",-0.739535516509345
"alpha[74]",-1.31268161376677
"alpha[75]",0.596812362795245
"alpha[76]",0.18336623391208
"alpha[77]",1.18379160386957
"alpha[78]",-0.407872242724831
"alpha[79]",-2.02036390721208
"alpha[80]",0.437870039544153
"alpha[81]",-0.796170791198869
"alpha[82]",-0.0709258492177192
"alpha[83]",2.14466209053524
"alpha[84]",-0.748017092156928
"alpha[85]",2.03492695633994
"alpha[86]",-0.0249292086480873
"alpha[87]",0.0472601639314248
"alpha[88]",-1.39766402475826
"alpha[89]",-0.29902471538578
"alpha[90]",0.00669219256276547
"alpha[91]",-0.400409972757467
"alpha[92]",-0.19797093000666
"alpha[93]",0.308810672820583
"alpha[94]",0.805211349214544
"alpha[95]",0.769368371244233
"alpha[96]",1.14122730945418
"alpha[97]",-1.01950879338195
"alpha[98]",-0.546395217628502
"alpha[99]",-0.0508605463873727
"alpha[100]",-1.27770025406209
"alpha[101]",1.56754741512793
"alpha[102]",0.114553550419306
"alpha[103]",-0.812832756890746
"alpha[104]",0.83527210253649
"alpha[105]",0.594259927194194
"alpha[106]",0.909642417634255
"alpha[107]",-0.487545325100114
"alpha[108]",-0.669608780644957
"alpha[109]",-0.580496390486573
"alpha[110]",0.204405199898544
"alpha[111]",0.546539092129836
"alpha[112]",0.152364429604784
"alpha[113]",0.663191680749705
"alpha[114]",-0.635369080845449
"alpha[115]",0.894184601962885
"alpha[116]",0.141752799719141
"alpha[117]",-0.333509270386955
"alpha[118]",-1.91227620877906
"alpha[119]",-0.372163812239826
"alpha[120]",-2.59388180943518
"alpha[121]",-0.140703293021928
"alpha[122]",-1.62392830715549
"alpha[123]",-0.472302728865156
"alpha[124]",0.0174159450170384
"alpha[125]",-0.230614691460759
"alpha[126]",0.669315046085458
"alpha[127]",0.618138956047167
"alpha[128]",1.73108146710288
"alpha[129]",-0.113050880542807
"alpha[130]",1.25271568295045
"alpha[131]",1.05497200777169
"alpha[132]",0.332831241283431
"alpha[133]",-0.0973543769803785
"alpha[134]",-0.38569123390775
"alpha[135]",-1.18593182307851
"alpha[136]",0.0445232184814644
"alpha[137]",0.0804082978149084
"alpha[138]",-0.611982116940376
"alpha[139]",-0.490874077730658
"alpha[140]",-1.17701641892424
"alpha[141]",0.263737552791118
"alpha[142]",-0.813888168047084
"alpha[143]",0.220188553177945
"alpha[144]",-0.294545384947112
"alpha[145]",0.0724829972432721
"alpha[146]",-0.408960883422899
"alpha[147]",-1.14136909537928
"alpha[148]",-0.158286762506066
"alpha[149]",0.178324441240398
"alpha[150]",0.155241210548374
"alpha[151]",-0.124395152187979
"alpha[152]",-0.557402383595795
"alpha[153]",-1.12197136271125
"alpha[154]",0.319496291678042
"alpha[155]",-0.526699175283544
"alpha[156]",2.8371444590736
"alpha[157]",-0.702617506459603
"alpha[158]",0.0834577171966191
"alpha[159]",0.493596001384273
"alpha[160]",-0.416634172655781
"alpha[161]",0.232488482092059
"alpha[162]",0.28609914683229
"alpha[163]",-2.03893792612245
"alpha[164]",0.221697216939404
"alpha[165]",2.35341954988333
"alpha[166]",1.21072028140528
"alpha[167]",-0.648451964437217
"alpha[168]",1.32408782629724
"alpha[169]",1.34286474965421
"alpha[170]",-1.58514427430683
"alpha[171]",0.38136616690025
"alpha[172]",-0.258579228916022
"alpha[173]",0.181679575163739
"alpha[174]",0.0446958592138304
"alpha[175]",0.427529742405642
"alpha[176]",0.223331437772182
"alpha[177]",1.44616506281947
"alpha[178]",-0.299365329379715
"alpha[179]",1.26716738937752
"alpha[180]",-0.450273259294391
"alpha[181]",1.32321873505443
"alpha[182]",-0.546824104570986
"alpha[183]",-1.39875597749265
"alpha[184]",0.938150963846766
"alpha[185]",-0.773896378241639
"alpha[186]",-0.640635741146915
"alpha[187]",-2.27140834459259
"alpha[188]",-0.969097534547789
"alpha[189]",0.0241922000675358
"alpha[190]",-1.3107596337856
"alpha[191]",1.32848356522538
"alpha[192]",-0.00698815343492026
"alpha[193]",0.70860626580789
"alpha[194]",0.243378320789692
"alpha[195]",-0.218764393636864
"alpha[196]",-2.43294903533403
"alpha[197]",-0.448511756684974
"alpha[198]",-1.5151430367497
"alpha[199]",-1.03103376205301
"alpha[200]",0.536966393163173
"alpha[201]",0.31034481570515
"alpha[202]",1.23408176095839
"alpha[203]",1.23855478780609
"alpha[204]",-1.38580680735493
"alpha[205]",0.780659601353944
"alpha[206]",-0.0510953324073246
"alpha[207]",0.957197878025848
"alpha[208]",0.639876367591586
"alpha[209]",-0.56285220602451
"alpha[210]",-0.948102491119305
"alpha[211]",-0.581633685623219
"alpha[212]",-0.563416593417745
"alpha[213]",0.711518829610144
"alpha[214]",0.797731598103769
"alpha[215]",1.28334119245934
"alpha[216]",-0.36558142970195
"alpha[217]",-1.3630704043166
"alpha[218]",1.06375798597025
"alpha[219]",1.04969778719503
"alpha[220]",-0.293460420465694
"alpha[221]",-0.115766477142517
"alpha[222]",-1.2786352820772
"alpha[223]",-0.0333157770121759
"alpha[224]",-0.267985808187591
"alpha[225]",-0.375009310873152
"alpha[226]",-1.76046468083653
"alpha[227]",0.311637730796169
"alpha[228]",-0.106862116259443
"alpha[229]",-0.11456957860834
"alpha[230]",-1.92996536417249
"alpha[231]",-2.21053778849719
"alpha[232]",1.74102208084919
"alpha[233]",0.122344575608993
"alpha[234]",-2.22153592628025
"alpha[235]",0.983110260729955
"alpha[236]",-0.921902867385913
"alpha[237]",-2.3639655308225
"alpha[238]",1.1410640001401
"alpha[239]",1.17233805271096
"alpha[240]",0.982600156236233
"alpha[241]",2.37929154000209
"alpha[242]",-0.000241123964620791
"alpha[243]",0.419268863100892
"alpha[244]",0.148911907405942
"alpha[245]",-1.52996080803628
"alpha[246]",0.735154334676209
"alpha[247]",-1.11803267662436
"alpha[248]",-0.503382297306459
"alpha[249]",0.465320329515796
"alpha[250]",-1.40928033310135
"alpha[251]",-1.83912581125178
"alpha[252]",0.265335119774393
"alpha[253]",-0.2026127091519
"alpha[254]",0.0840045642983837
"alpha[255]",1.55145335989208
"alpha[256]",0.718500483096762
"alpha[257]",0.265340527848292
"alpha[258]",-0.29160330704445
"alpha[259]",-0.731785250468888
"alpha[260]",0.417101193022454
"alpha[261]",-0.787452354821931
"alpha[262]",1.71083909516508
"alpha[263]",0.730521247638201
"alpha[264]",1.33671363518984
"alpha[265]",0.396431172287225
"alpha[266]",-0.942635841215834
"alpha[267]",0.743583289798842
"alpha[268]",0.25902512752412
"alpha[269]",0.0905485322841139
"alpha[270]",-1.04853955386427
"alpha[271]",1.3847429345565
"alpha[272]",0.526044575238983
"alpha[273]",-0.804649549189544
"alpha[274]",0.218534306731592
"alpha[275]",0.768468843561023
"alpha[276]",-1.69421516358131
"alpha[277]",0.579550835543148
"alpha[278]",1.11355166441027
"alpha[279]",-0.856369062770307
"alpha[280]",1.21085748130759
"alpha[281]",-1.14751975278857
"alpha[282]",0.0366825630489312
"alpha[283]",-0.976348779966506
"alpha[284]",-0.122379432598805
"alpha[285]",-0.1902975165892
"alpha[286]",-0.322829004312325
"alpha[287]",-0.0442241071509556
"alpha[288]",-1.18737130843933
"alpha[289]",-1.64005487555049
"alpha[290]",1.22785374375313
"alpha[291]",0.818652698272197
"alpha[292]",0.0434884668770208
"alpha[293]",1.22513110500782
"alpha[294]",-0.186857280662181
"alpha[295]",-0.600760257081105
"alpha[296]",-0.217370580761655
"alpha[297]",0.967367512857657
"alpha[298]",1.11248287247522
"alpha[299]",-2.69033732465101
"alpha[300]",-0.87639900288432
"alpha[301]",-0.818347616251863
"alpha[302]",0.136659026583782
"alpha[303]",-1.57379100671862
"alpha[304]",-0.0160226758165493
"alpha[305]",1.98502101794383
"alpha[306]",0.589998718749545
"alpha[307]",0.536401881130548
